Step,Loss,Duration
1380,tensor(1.8800),0.3525562286376953
1390,tensor(1.9072),0.335350751876831
1400,tensor(1.9369),0.3494441509246826
1410,tensor(1.9735),0.3501653671264648
1420,tensor(1.9293),0.3494491577148437
1430,tensor(1.8952),0.3430893421173095
1440,tensor(1.8660),0.3496170043945312
1450,tensor(1.8492),0.3480863571166992
1460,tensor(1.9112),0.357680082321167
1470,tensor(1.8641),0.3462626934051513
1480,tensor(1.8580),0.3471934795379638
1490,tensor(1.9146),0.3481502532958984
1500,tensor(1.8780),0.3474016189575195
1510,tensor(1.8913),0.353940486907959
1520,tensor(1.9450),0.3488383293151855
1530,tensor(1.8504),0.350813627243042
1540,tensor(1.8377),0.3542459011077881
1550,tensor(1.9288),0.346989631652832
1560,tensor(1.9089),0.3592641353607178
1570,tensor(1.9081),0.6569690704345703
1580,tensor(1.8867),0.3576593399047851
1590,tensor(1.8499),0.3459436893463135
1600,tensor(1.8821),0.3308277130126953
1610,tensor(1.8347),0.3346378803253174
1620,tensor(1.9075),0.3400347232818603
1630,tensor(1.8595),0.3503177165985107
1640,tensor(1.8733),0.36102294921875
1650,tensor(1.8708),0.3474643230438232
1660,tensor(1.8787),0.3414840698242187
1670,tensor(1.8576),0.3493022918701172
1680,tensor(1.9195),0.3427896499633789
1690,tensor(1.8905),0.3319628238677978
1700,tensor(1.8582),0.3530097007751465
1710,tensor(1.8248),0.3439171314239502
1720,tensor(1.8356),0.3505482673645019
1730,tensor(1.8495),0.3499791622161865
1740,tensor(1.9311),0.3501193523406982
1750,tensor(1.9069),0.3446049690246582
1760,tensor(1.8793),0.3448104858398437
1770,tensor(1.8669),0.3547372817993164
1780,tensor(1.7825),0.342731237411499
1790,tensor(1.8950),0.3535475730895996
1800,tensor(1.8757),0.3281021118164062
1810,tensor(1.8755),0.3289201259613037
1820,tensor(1.8410),0.3507156372070312
1830,tensor(1.8382),0.3349590301513672
1840,tensor(1.8538),0.3539242744445801
1850,tensor(1.8696),0.3427963256835937
1860,tensor(1.8164),0.3452708721160888
1870,tensor(1.9331),0.3352630138397217
1880,tensor(1.8634),0.3442974090576172
1890,tensor(1.8150),0.3297162055969238
1900,tensor(1.8756),0.3064329624176025
1910,tensor(1.7960),0.3226046562194824
1920,tensor(1.8641),0.348564863204956
1930,tensor(1.8765),0.3163552284240722
1940,tensor(1.8403),0.3481366634368896
1950,tensor(1.8489),0.3485081195831299
1960,tensor(1.8711),0.6381919384002686
1970,tensor(1.8168),0.3493044376373291
1980,tensor(1.8680),0.3438911437988281
1990,tensor(1.8079),0.3507907390594482
2000,tensor(1.8186),0.3391547203063965
2010,tensor(1.8369),0.3439862728118896
2020,tensor(1.7961),0.3469817638397217
2030,tensor(1.8710),0.3278286457061767
2040,tensor(1.8422),0.342153787612915
2050,tensor(1.8572),0.3447585105895996
2060,tensor(1.7756),0.3486232757568359
2070,tensor(1.8346),0.343726634979248
2080,tensor(1.9129),0.3362705707550049
2090,tensor(1.8791),0.3476753234863281
2100,tensor(1.8579),0.3458905220031738
2110,tensor(1.8388),0.3231410980224609
2120,tensor(1.8313),0.3325984477996826
2130,tensor(1.8519),0.3291993141174316
2140,tensor(1.7831),0.334749698638916
2150,tensor(1.7810),0.3502867221832275
2160,tensor(1.8118),0.3441195487976074
2170,tensor(1.7749),0.3353822231292724
2180,tensor(1.8089),0.3499951362609863
2190,tensor(1.7632),0.341865062713623
2200,tensor(1.8760),0.3451058864593506
2210,tensor(1.8366),0.3554818630218506
2220,tensor(1.8114),0.3332164287567138
2230,tensor(1.8479),0.349822998046875
2240,tensor(1.8286),0.3346807956695556
2250,tensor(1.8582),0.33809494972229
2260,tensor(1.8382),0.3539042472839355
2270,tensor(1.8149),0.3503525257110595
2280,tensor(1.8398),0.3478353023529053
2290,tensor(1.7988),0.3501958847045898
2300,tensor(1.8148),0.3485891819000244
2310,tensor(1.8688),0.3454022407531738
2320,tensor(1.8838),0.3251094818115234
2330,tensor(1.8065),0.3494479656219482
2340,tensor(1.8185),0.3435401916503906
2350,tensor(1.8053),0.6480491161346436
2360,tensor(1.8416),0.3393640518188476
2370,tensor(1.8348),0.3423960208892822
2380,tensor(1.8632),0.3459818363189697
2390,tensor(1.7925),0.3401112556457519
2400,tensor(1.8320),0.3027946949005127
2410,tensor(1.8057),0.3257412910461426
2420,tensor(1.8281),0.3340916633605957
2430,tensor(1.8492),0.3307328224182129
2440,tensor(1.7764),0.3516068458557129
2450,tensor(1.7758),0.353541612625122
2460,tensor(1.8029),0.3264286518096924
2470,tensor(1.8005),0.3546390533447265
2480,tensor(1.8070),0.3464977741241455
2490,tensor(1.7757),0.3303279876708984
2500,tensor(1.8319),0.3452486991882324
2510,tensor(1.8741),0.318981409072876
2520,tensor(1.8711),0.3479998111724853
2530,tensor(1.9009),0.3516974449157715
2540,tensor(1.8461),0.3521816730499267
2550,tensor(1.8085),0.3390266895294189
2560,tensor(1.8199),0.3462409973144531
2570,tensor(1.8886),0.3528482913970947
2580,tensor(1.8313),0.3431494235992431
2590,tensor(1.8460),0.3403506278991699
2600,tensor(1.9111),0.3457469940185547
2610,tensor(1.8347),0.3437623977661133
2620,tensor(1.8401),0.354593276977539
2630,tensor(1.8001),0.3352744579315185
2640,tensor(1.8526),0.3407912254333496
2650,tensor(1.8223),0.3572382926940918
2660,tensor(1.8258),0.3405067920684814
2670,tensor(1.8007),0.3303074836730957
2680,tensor(1.8451),0.3406493663787842
2690,tensor(1.8408),0.3438394069671631
2700,tensor(1.7607),0.3522322177886963
2710,tensor(1.7809),0.3543939590454101
2720,tensor(1.7697),0.352224588394165
2730,tensor(1.8250),0.3380861282348633
2740,tensor(1.8674),0.6785867214202881
2750,tensor(1.8072),0.3281135559082031
2760,tensor(1.7786),0.3515622615814209
2770,tensor(1.8004),0.3420209884643554
2780,tensor(1.8053),0.3409991264343261
2790,tensor(1.7984),0.3263502120971679
2800,tensor(1.8255),0.3299603462219238
2810,tensor(1.8524),0.3438198566436767
2820,tensor(1.7751),0.3424022197723388
2830,tensor(1.7889),0.3473975658416748
2840,tensor(1.8264),0.3553533554077148
2850,tensor(1.8278),0.348945140838623
2860,tensor(1.8298),0.354548692703247
2870,tensor(1.7740),0.3399252891540527
2880,tensor(1.8060),0.3537919521331787
2890,tensor(1.8150),0.3131999969482422
2900,tensor(1.8137),0.3512258529663086
2910,tensor(1.7693),0.3149135112762451
2920,tensor(1.8404),0.3401069641113281
2930,tensor(1.8547),0.348132848739624
2940,tensor(1.7702),0.3448686599731445
2950,tensor(1.8218),0.3316235542297363
2960,tensor(1.7781),0.3373723030090332
2970,tensor(1.8100),0.3557825088500976
2980,tensor(1.8381),0.3460674285888672
2990,tensor(1.7393),0.3503224849700928
3000,tensor(1.8034),0.3424692153930664
3010,tensor(1.8438),0.3412046432495117
3020,tensor(1.8175),0.3561813831329345
3030,tensor(1.8532),0.3340487480163574
3040,tensor(1.8350),0.3464751243591308
3050,tensor(1.7793),0.3377323150634765
3060,tensor(1.8094),0.3399360179901123
3070,tensor(1.8342),0.3359653949737549
3080,tensor(1.7448),0.3502070903778076
3090,tensor(1.8238),0.3482587337493896
3100,tensor(1.8313),0.3451740741729736
3110,tensor(1.8410),0.3567855358123779
3120,tensor(1.7971),0.3457002639770508
3130,tensor(1.7870),0.6962604522705078
3140,tensor(1.8619),0.3346939086914062
3150,tensor(1.7713),0.333751916885376
3160,tensor(1.7962),0.3528552055358886
3170,tensor(1.8181),0.3331789970397949
3180,tensor(1.8660),0.3399810791015625
3190,tensor(1.7836),0.3568758964538574
3200,tensor(1.7246),0.3396008014678955
3210,tensor(1.7489),0.3515129089355469
3220,tensor(1.7473),0.3425133228302002
3230,tensor(1.8048),0.3460390567779541
3240,tensor(1.7759),0.349341869354248
3250,tensor(1.7964),0.3468220233917236
3260,tensor(1.8589),0.3463320732116699
3270,tensor(1.8508),0.3466982841491699
3280,tensor(1.7935),0.3489446640014648
3290,tensor(1.7948),0.351853609085083
3300,tensor(1.8069),0.355919599533081
3310,tensor(1.8306),0.3432402610778808
3320,tensor(1.7767),0.3454148769378662
3330,tensor(1.7615),0.3452370166778564
3340,tensor(1.7776),0.3452212810516357
3350,tensor(1.7958),0.3549032211303711
3360,tensor(1.8246),0.3452742099761963
3370,tensor(1.7401),0.3541736602783203
3380,tensor(1.7677),0.3447780609130859
3390,tensor(1.7673),0.3359694480895996
3400,tensor(1.8550),0.3300738334655761
3410,tensor(1.8391),0.3467085361480713
3420,tensor(1.7969),0.3525030612945556
3430,tensor(1.7932),0.3437004089355469
3440,tensor(1.7713),0.3487141132354736
3450,tensor(1.7514),0.3514535427093506
3460,tensor(1.7740),0.3546094894409179
3470,tensor(1.7349),0.3473834991455078
3480,tensor(1.8204),0.3503479957580566
3490,tensor(1.7591),0.3460311889648437
3500,tensor(1.7809),0.3479666709899902
3510,tensor(1.7786),0.3451192378997803
3520,tensor(1.7858),0.68560791015625
3530,tensor(1.7468),0.3598446846008301
3540,tensor(1.7488),0.3530623912811279
3550,tensor(1.8193),0.3469376564025879
3560,tensor(1.7769),0.3507823944091797
3570,tensor(1.7670),0.3470232486724853
3580,tensor(1.7526),0.3440291881561279
3590,tensor(1.8559),0.3425674438476562
3600,tensor(1.7154),0.3418657779693603
3610,tensor(1.7715),0.3459441661834717
3620,tensor(1.7903),0.3463411331176758
3630,tensor(1.7753),0.3449323177337646
3640,tensor(1.7906),0.3417315483093261
3650,tensor(1.7557),0.3493716716766357
3660,tensor(1.8081),0.3413450717926025
3670,tensor(1.7606),0.3501508235931396
3680,tensor(1.7714),0.3453207015991211
3690,tensor(1.7519),0.3428544998168945
3700,tensor(1.7644),0.3516571521759033
3710,tensor(1.7683),0.3443174362182617
3720,tensor(1.8117),0.3433079719543457
3730,tensor(1.7525),0.3217418193817138
3740,tensor(1.8294),0.3350276947021484
3750,tensor(1.7731),0.3462424278259277
3760,tensor(1.7982),0.3023350238800049
3770,tensor(1.7709),0.337059736251831
3780,tensor(1.7821),0.3267788887023926
3790,tensor(1.8038),0.3461270332336426
3800,tensor(1.7376),0.3470015525817871
3810,tensor(1.7950),0.351938247680664
3820,tensor(1.7754),0.3485922813415527
3830,tensor(1.8145),0.3478152751922607
3840,tensor(1.7134),0.3436431884765625
3850,tensor(1.7745),0.3393716812133789
3860,tensor(1.7536),0.3321638107299804
3870,tensor(1.7542),0.3505268096923828
3880,tensor(1.8339),0.3432998657226562
3890,tensor(1.7071),0.3409433364868164
3900,tensor(1.7206),0.3531668186187744
3910,tensor(1.7343),0.3200075626373291
3920,tensor(1.7382),0.7028017044067383
3930,tensor(1.7295),0.354093074798584
3940,tensor(1.7690),0.3500940799713135
3950,tensor(1.7515),0.3500154018402099
3960,tensor(1.7773),0.3496639728546142
3970,tensor(1.7821),0.3551657199859619
3980,tensor(1.7139),0.3532159328460693
3990,tensor(1.7123),0.3562796115875244
4000,tensor(1.7066),0.347203254699707
4010,tensor(1.8009),0.3259696960449219
4020,tensor(1.7947),0.3551499843597412
4030,tensor(1.7762),0.3503923416137695
4040,tensor(1.7780),0.3520736694335937
4050,tensor(1.7464),0.3424549102783203
4060,tensor(1.8427),0.344602108001709
4070,tensor(1.7790),0.3502106666564941
4080,tensor(1.8329),0.3491013050079345
4090,tensor(1.7473),0.324077844619751
4100,tensor(1.7950),0.3467781543731689
4110,tensor(1.8581),0.3365120887756347
4120,tensor(1.7993),0.3454387187957763
4130,tensor(1.7554),0.342045783996582
4140,tensor(1.7713),0.3477950096130371
4150,tensor(1.8109),0.3467228412628174
4160,tensor(1.7747),0.3529324531555176
4170,tensor(1.7181),0.3406045436859131
4180,tensor(1.8216),0.3442990779876709
4190,tensor(1.7700),0.3465650081634521
4200,tensor(1.7533),0.3471970558166504
4210,tensor(1.7513),0.3456203937530517
4220,tensor(1.7838),0.3581202030181885
4230,tensor(1.7618),0.3421294689178467
4240,tensor(1.8112),0.3463099002838135
4250,tensor(1.7752),0.3513631820678711
4260,tensor(1.8357),0.3406703472137451
4270,tensor(1.7301),0.3504247665405273
4280,tensor(1.7516),0.3435521125793457
4290,tensor(1.7113),0.3517682552337646
4300,tensor(1.7729),0.3541975021362304
4310,tensor(1.7740),0.6761391162872314
4320,tensor(1.7763),0.3559269905090332
4330,tensor(1.7376),0.3494634628295898
4340,tensor(1.7857),0.3494093418121338
4350,tensor(1.7416),0.3471021652221679
4360,tensor(1.7241),0.3497726917266845
4370,tensor(1.7198),0.3473219871520996
4380,tensor(1.7798),0.3454115390777588
4390,tensor(1.7654),0.3537690639495849
4400,tensor(1.7625),0.361189603805542
4410,tensor(1.7722),0.3390209674835205
4420,tensor(1.8026),0.3503069877624511
4430,tensor(1.7276),0.3337538242340088
4440,tensor(1.7356),0.3517391681671142
4450,tensor(1.7981),0.3474795818328857
4460,tensor(1.7872),0.3415000438690185
4470,tensor(1.6543),0.3572859764099121
4480,tensor(1.7485),0.3581635951995849
4490,tensor(1.7228),0.3522388935089111
4500,tensor(1.7894),0.3477723598480224
4510,tensor(1.7608),0.3347206115722656
4520,tensor(1.7038),0.3470838069915771
4530,tensor(1.6916),0.3584396839141845
4540,tensor(1.6904),0.3308084011077881
4550,tensor(1.7273),0.3414287567138672
4560,tensor(1.7281),0.3521285057067871
4570,tensor(1.6782),0.3474152088165283
4580,tensor(1.7788),0.3494212627410888
4590,tensor(1.7575),0.3335838317871094
4600,tensor(1.7159),0.3456394672393799
4610,tensor(1.7470),0.3555667400360107
4620,tensor(1.8215),0.3631293773651123
4630,tensor(1.7513),0.3534834384918213
4640,tensor(1.7600),0.3561172485351562
4650,tensor(1.7920),0.3529157638549804
4660,tensor(1.7582),0.3581953048706054
4670,tensor(1.7478),0.3468613624572754
4680,tensor(1.7467),0.3369843959808349
4690,tensor(1.7373),0.3441956043243408
4700,tensor(1.7499),0.6993591785430908
4710,tensor(1.8002),0.3062529563903808
4720,tensor(1.7140),0.3062224388122558
4730,tensor(1.7760),0.3477704524993896
4740,tensor(1.7874),0.3475708961486816
4750,tensor(1.6891),0.3456335067749023
4760,tensor(1.7933),0.3423354625701904
4770,tensor(1.7569),0.3523290157318115
4780,tensor(1.7054),0.3439037799835205
4790,tensor(1.7172),0.3440089225769043
4800,tensor(1.7532),0.3525853157043457
4810,tensor(1.7128),0.353534460067749
4820,tensor(1.7475),0.3545000553131103
4830,tensor(1.7335),0.3539752960205078
4840,tensor(1.7338),0.3412866592407226
4850,tensor(1.8154),0.3502411842346191
4860,tensor(1.7395),0.3425257205963135
4870,tensor(1.7168),0.350285530090332
4880,tensor(1.7426),0.3448340892791748
4890,tensor(1.7090),0.3472664356231689
4900,tensor(1.7046),0.3332998752593994
4910,tensor(1.6764),0.3494720458984375
4920,tensor(1.7503),0.3643341064453125
4930,tensor(1.7968),0.346405029296875
4940,tensor(1.7519),0.3388741016387939
4950,tensor(1.7585),0.3484284877777099
4960,tensor(1.7284),0.3471438884735107
4970,tensor(1.7822),0.3397297859191894
4980,tensor(1.7387),0.3601093292236328
4990,tensor(1.6873),0.3521075248718261
5000,tensor(1.7297),0.3381719589233398
5010,tensor(1.6971),0.3440980911254883
5020,tensor(1.6783),0.3369848728179931
5030,tensor(1.7165),0.3494729995727539
5040,tensor(1.8451),0.3461260795593261
5050,tensor(1.6976),0.3416488170623779
5060,tensor(1.7788),0.343869686126709
5070,tensor(1.7260),0.3484957218170166
5080,tensor(1.7577),0.3575963973999023
5090,tensor(1.6899),0.647132396697998
5100,tensor(1.6915),0.348358154296875
5110,tensor(1.7106),0.3442597389221191
5120,tensor(1.7151),0.3333091735839844
5130,tensor(1.7267),0.3510999679565429
5140,tensor(1.7685),0.3474695682525635
5150,tensor(1.7156),0.3525846004486084
5160,tensor(1.7234),0.3187642097473144
5170,tensor(1.8137),0.3634026050567627
5180,tensor(1.7036),0.343916654586792
5190,tensor(1.7275),0.3338484764099121
5200,tensor(1.7241),0.3379795551300049
5210,tensor(1.7871),0.3455982208251953
5220,tensor(1.7119),0.3531572818756103
5230,tensor(1.7798),0.3578810691833496
5240,tensor(1.7621),0.352879524230957
5250,tensor(1.7871),0.3494312763214111
5260,tensor(1.7281),0.352424144744873
5270,tensor(1.6628),0.3513574600219726
5280,tensor(1.7199),0.3502323627471924
5290,tensor(1.7772),0.350414514541626
5300,tensor(1.7535),0.3452589511871338
5310,tensor(1.7406),0.3429372310638428
5320,tensor(1.6622),0.3493430614471435
5330,tensor(1.7359),0.3379106521606445
5340,tensor(1.7494),0.3556106090545654
5350,tensor(1.8091),0.3515951633453369
5360,tensor(1.7172),0.3529973030090332
5370,tensor(1.7361),0.3272225856781006
5380,tensor(1.7744),0.3415431976318359
5390,tensor(1.7455),0.3091583251953125
5400,tensor(1.6879),0.3590133190155029
5410,tensor(1.7433),0.3383469581604004
5420,tensor(1.8061),0.3605592250823974
5430,tensor(1.7852),0.352579116821289
5440,tensor(1.7194),0.3489105701446533
5450,tensor(1.7879),0.3555145263671875
5460,tensor(1.7047),0.3533217906951904
5470,tensor(1.7474),0.3614006042480469
5480,tensor(1.7469),0.70941162109375
5490,tensor(1.7331),0.3645021915435791
5500,tensor(1.7624),0.346956729888916
5510,tensor(1.7107),0.3466665744781494
5520,tensor(1.7484),0.3366482257843017
5530,tensor(1.6889),0.3447375297546386
5540,tensor(1.7199),0.345231294631958
5550,tensor(1.7075),0.3461947441101074
5560,tensor(1.7369),0.3463134765625
5570,tensor(1.7714),0.3536553382873535
5580,tensor(1.7160),0.3144071102142334
5590,tensor(1.7018),0.3504903316497803
5600,tensor(1.7020),0.3502001762390136
5610,tensor(1.6885),0.3439431190490722
5620,tensor(1.7752),0.3389763832092285
5630,tensor(1.7581),0.3419966697692871
5640,tensor(1.7215),0.3503098487854004
5650,tensor(1.6765),0.3366975784301758
5660,tensor(1.7075),0.3399968147277832
5670,tensor(1.7379),0.3467137813568115
5680,tensor(1.7348),0.3548314571380615
5690,tensor(1.6691),0.3551726341247558
5700,tensor(1.7887),0.3295342922210693
5710,tensor(1.7372),0.3336026668548584
5720,tensor(1.7456),0.3399615287780761
5730,tensor(1.6903),0.3382518291473388
5740,tensor(1.7116),0.361907958984375
5750,tensor(1.7304),0.3396625518798828
5760,tensor(1.6977),0.3463006019592285
5770,tensor(1.7166),0.3492536544799804
5780,tensor(1.7092),0.3507871627807617
5790,tensor(1.6770),0.3463048934936523
5800,tensor(1.6740),0.3580830097198486
5810,tensor(1.6822),0.3409357070922851
5820,tensor(1.7226),0.3538167476654053
5830,tensor(1.7426),0.3488492965698242
5840,tensor(1.6607),0.3578367233276367
5850,tensor(1.7229),0.3512203693389892
5860,tensor(1.7878),0.3351106643676758
5870,tensor(1.7118),0.7011823654174805
5880,tensor(1.6675),0.3514971733093261
5890,tensor(1.7033),0.3532633781433105
5900,tensor(1.6668),0.345034122467041
5910,tensor(1.7017),0.3419795036315918
5920,tensor(1.6873),0.3588664531707763
5930,tensor(1.7079),0.3392353057861328
5940,tensor(1.7436),0.3576335906982422
5950,tensor(1.7088),0.3327822685241699
5960,tensor(1.7623),0.3403921127319336
5970,tensor(1.7393),0.353034496307373
5980,tensor(1.6766),0.3429884910583496
5990,tensor(1.7072),0.3342270851135254
6000,tensor(1.7660),0.3498532772064209
6010,tensor(1.7483),0.3385577201843261
6020,tensor(1.6961),0.3474774360656738
6030,tensor(1.7573),0.3272252082824707
6040,tensor(1.7687),0.3527016639709472
6050,tensor(1.6946),0.3626744747161865
6060,tensor(1.7077),0.3420274257659912
6070,tensor(1.7105),0.344271183013916
6080,tensor(1.7890),0.3431568145751953
6090,tensor(1.7256),0.3363065719604492
6100,tensor(1.8235),0.3172941207885742
6110,tensor(1.7162),0.3519070148468017
6120,tensor(1.6486),0.346353530883789
6130,tensor(1.6775),0.3515281677246094
6140,tensor(1.7272),0.3440158367156982
6150,tensor(1.7586),0.3484961986541748
6160,tensor(1.7252),0.3471920490264892
6170,tensor(1.6793),0.3430571556091308
6180,tensor(1.7467),0.3447463512420654
6190,tensor(1.7697),0.3461909294128418
6200,tensor(1.7502),0.3484151363372803
6210,tensor(1.6957),0.3522279262542724
6220,tensor(1.7559),0.3505563735961914
6230,tensor(1.7265),0.3477654457092285
6240,tensor(1.7003),0.3564434051513672
6250,tensor(1.6926),0.3507428169250488
6260,tensor(1.7401),0.6646957397460938
6270,tensor(1.6960),0.352243423461914
6280,tensor(1.6818),0.354691743850708
6290,tensor(1.7007),0.3536152839660644
6300,tensor(1.6899),0.349501371383667
6310,tensor(1.7268),0.3498308658599853
6320,tensor(1.6648),0.3507699966430664
6330,tensor(1.6954),0.3366701602935791
6340,tensor(1.7724),0.3493235111236572
6350,tensor(1.7312),0.3309106826782226
6360,tensor(1.7260),0.3120219707489013
6370,tensor(1.7671),0.3590321540832519
6380,tensor(1.7132),0.3453540802001953
6390,tensor(1.7235),0.3509736061096191
6400,tensor(1.7435),0.3538243770599365
6410,tensor(1.6767),0.3549482822418213
6420,tensor(1.7672),0.3547983169555664
6430,tensor(1.7662),0.3502533435821533
6440,tensor(1.7256),0.3353497982025146
6450,tensor(1.7172),0.3273520469665527
6460,tensor(1.7319),0.3539025783538818
6470,tensor(1.6993),0.3498055934906006
6480,tensor(1.7219),0.350308895111084
6490,tensor(1.7071),0.3484129905700683
6500,tensor(1.6917),0.3524746894836426
6510,tensor(1.7741),0.3017444610595703
6520,tensor(1.7815),0.3516395092010498
6530,tensor(1.7486),0.3503575325012207
6540,tensor(1.7356),0.3352103233337402
6550,tensor(1.6841),0.3239986896514892
6560,tensor(1.7092),0.3543643951416015
6570,tensor(1.6947),0.348813533782959
6580,tensor(1.7168),0.3451087474822998
6590,tensor(1.7365),0.3436446189880371
6600,tensor(1.7207),0.3494970798492431
6610,tensor(1.7237),0.3332166671752929
6620,tensor(1.7016),0.3570826053619385
6630,tensor(1.7337),0.3527607917785644
6640,tensor(1.7296),0.3492634296417236
6650,tensor(1.7318),0.6700842380523682
6660,tensor(1.6201),0.3359029293060303
6670,tensor(1.7317),0.3484456539154053
6680,tensor(1.6947),0.3546407222747803
6690,tensor(1.7066),0.337717056274414
6700,tensor(1.7926),0.3405404090881347
6710,tensor(1.6871),0.3489120006561279
6720,tensor(1.7084),0.3375537395477295
6730,tensor(1.6692),0.3509700298309326
