Epoch,Loss,Accuracy,Epsilon,Delta,time
1,24.62662490547414,9.95841734953135,14.342151125796669,1e-05,1731474673.0336444
2,84.15436344718597,10.10007873156126,18.406746591493867,1e-05,1731474696.1218572
3,168.3734094169405,9.890883262172116,21.283874988043067,1e-05,1731474720.3874834
4,273.5967441459324,10.03055217278018,23.78455769678309,1e-05,1731474746.076302
5,396.3949850105143,10.057404651559793,26.01727137513783,1e-05,1731474774.0466304
6,527.7202632620983,10.275131428025988,28.12384424714629,1e-05,1731474801.229632
7,661.658369419031,9.951550747029408,30.04167740343013,1e-05,1731474826.8354256
8,789.8902845431764,9.93196052233539,31.80583811290148,1e-05,1731474852.053654
9,916.560194425862,9.857770621411744,33.58675012299181,1e-05,1731474882.4817932
10,1036.6822074531708,10.0745814237182,35.21932387952808,1e-05,1731474911.2854972
11,1155.83973236084,10.399274896525949,36.8847493913379,1e-05,1731474938.1661942
12,1290.0680494544365,10.193800355077483,38.437331987408186,1e-05,1731474966.99188
13,1433.2419788669183,10.002246584139268,39.91578278381648,1e-05,1731474998.7114804
14,1586.589913902886,10.046297459297978,41.417365443221534,1e-05,1731475029.1137571
15,1755.5555402849104,10.014043849468004,42.861401428645216,1e-05,1731475059.5677989
16,1931.8322841568952,10.150142636275064,44.28167459526802,1e-05,1731475089.000594
17,2122.5618032799503,10.11434461329856,45.63866957626295,1e-05,1731475121.6332505
18,2334.8300856627893,9.761123711426103,46.98506444618533,1e-05,1731475152.7546914
19,2549.840527430019,9.703712028416543,48.34256540374829,1e-05,1731475189.5208688
20,2769.2676593677415,9.851528269423309,49.62462321400755,1e-05,1731475223.6302207
