Epoch,Loss,Accuracy,Epsilon,Delta,time
1,11740.351456918192,9.84894617895742,14.236039762533949,1e-05,1731473113.9968543
2,94946.20893288664,9.93683107360676,18.35595143620476,1e-05,1731473138.0304945
3,186146.1003348214,9.902294452696148,21.36658205844855,1e-05,1731473161.544173
4,266691.91087564547,9.903978097706991,23.77850975486767,1e-05,1731473187.7923648
5,338643.0892702936,10.035040713620145,26.03373715723249,1e-05,1731473212.5081418
6,418989.963362069,10.063929749905334,28.07295536502124,1e-05,1731473245.0232902
7,493949.0658560739,10.106823769538256,30.05602768499971,1e-05,1731473270.2920706
8,569346.4443950178,9.891019140193388,31.892365559593514,1e-05,1731473296.1662314
9,647396.0608891753,9.92398678150355,33.57368736430317,1e-05,1731473326.6697688
10,726975.6222316865,10.181144940899156,35.215128823804264,1e-05,1731473355.0083215
11,815900.9120614035,10.095787913910195,36.88069632413777,1e-05,1731473381.3175015
12,901611.4826626712,10.240154257066616,38.40193423311915,1e-05,1731473410.2600777
13,995822.3646929824,9.977653456397205,39.96553598192443,1e-05,1731473439.4538183
14,1084498.5097246503,10.026838105809553,41.417365443221534,1e-05,1731473467.012655
15,1183859.8354458043,9.93797977452734,42.85774997703231,1e-05,1731473499.6064017
16,1278892.5605536331,10.0147033983387,44.25663785631905,1e-05,1731473527.5906126
17,1375017.4703206238,9.884673692654507,45.645687366069744,1e-05,1731473558.5487993
18,1476551.5019463669,10.158050583003348,46.99540684090743,1e-05,1731473590.0582628
19,1588296.100398936,9.76537225794324,48.35612682185282,1e-05,1731473618.4434052
20,1680353.5428200692,9.909118665763048,49.64465928027031,1e-05,1731473650.685059
